spain	neighborOf	portugal	
ethiopia	neighborOf	kenya	
croatia	neighborOf	serbia	
libya	neighborOf	egypt	
micronesia	locatedIn	oceania	
china	neighborOf	macau	
afghanistan	neighborOf	china	
ethiopia	neighborOf	sudan	
taiwan	locatedIn	asia	
south_sudan	neighborOf	uganda	
georgia	neighborOf	azerbaijan	
malawi	neighborOf	mozambique	
turkey	neighborOf	greece	
ukraine	neighborOf	poland	
indonesia	neighborOf	timor-leste	
western_europe	locatedIn	europe	
cameroon	neighborOf	equatorial_guinea	
iceland	locatedIn	northern_europe	
switzerland	neighborOf	italy	
armenia	neighborOf	iran	
cook_islands	locatedIn	polynesia	
guinea	neighborOf	mali	
burundi	locatedIn	eastern_africa	
azerbaijan	neighborOf	iran	
tokelau	locatedIn	oceania	
syria	neighborOf	turkey	
peru	neighborOf	ecuador	
iraq	neighborOf	turkey	
saudi_arabia	neighborOf	iraq	
swaziland	locatedIn	southern_africa	
andorra	neighborOf	spain	
afghanistan	neighborOf	tajikistan	
nepal	neighborOf	india	
mali	neighborOf	algeria	
slovenia	neighborOf	italy	
pakistan	neighborOf	iran	
mali	neighborOf	ivory_coast	
suriname	neighborOf	guyana	
polynesia	locatedIn	oceania	
china	neighborOf	hong_kong	
kuwait	neighborOf	saudi_arabia	
albania	locatedIn	europe	
myanmar	neighborOf	china	
mauritania	neighborOf	mali	
zambia	neighborOf	botswana	
dr_congo	neighborOf	burundi	
mayotte	locatedIn	africa	
slovakia	neighborOf	czechia	
estonia	locatedIn	europe	
eastern_africa	locatedIn	africa	
central_america	locatedIn	americas	
argentina	neighborOf	brazil	
bhutan	locatedIn	asia	
cameroon	locatedIn	middle_africa	
guinea	neighborOf	liberia	
syria	neighborOf	jordan	
mozambique	neighborOf	tanzania	
nigeria	locatedIn	africa	
french_polynesia	locatedIn	polynesia	
algeria	neighborOf	western_sahara	
afghanistan	locatedIn	southern_asia	
liechtenstein	neighborOf	austria	
micronesia	locatedIn	micronesia	
bulgaria	neighborOf	serbia	
sweden	locatedIn	northern_europe	
djibouti	neighborOf	somalia	
saint_martin	locatedIn	americas	
south_korea	locatedIn	eastern_asia	
southern_africa	locatedIn	africa	
spain	neighborOf	france	
afghanistan	neighborOf	pakistan	
bulgaria	neighborOf	romania	
liechtenstein	neighborOf	switzerland	
russia	locatedIn	eastern_europe	
cambodia	neighborOf	vietnam	
somalia	locatedIn	eastern_africa	
sint_maarten	locatedIn	caribbean	
south_africa	neighborOf	namibia	
turks_and_caicos_islands	locatedIn	caribbean	
british_virgin_islands	text(was:located:in)	americas	
guinea	text(is:a:neighboring:country:of)	sierra_leone	
melanesia	text(is:located:in)	oceania	
central_african_republic	text(neighbours)	sudan	
south_georgia	text(is:positioned:in)	south_america	
guatemala	text(was:adjacent:to)	belize	
ecuador	text(was:butted:against)	peru	
czechia	text(neighbours)	germany	
austria	text(is:a:neighboring:country:of)	italy	
iraq	text(is:butted:against)	syria	
france	text(is:a:neighbor:of)	switzerland	
papua_new_guinea	text(was:found:in)	melanesia	
austria	text(is:a:neighboring:state:to)	hungary	
tanzania	text(borders)	malawi	
togo	text(was:located:in)	western_africa	
haiti	text(is:situated:in)	caribbean	
germany	text(is:a:neighboring:state:to)	switzerland	
central_african_republic	text(was:adjacent:to)	chad	
bosnia_and_herzegovina	text(was:adjacent:to)	croatia	
india	text(borders)	nepal	
china	text(borders:with)	kazakhstan	
suriname	text(is:a:neighboring:country:of)	brazil	
united_states_virgin_islands	text(was:situated:in)	caribbean	
seychelles	text(is:localized:in)	africa	
