palau	text(was:localized:in)	micronesia
palau	text(is:localized:in)	oceania
maldives	text(was:present:in)	southern_asia
maldives	text(is:present:in)	asia
brunei	text(is:still:in)	south-eastern_asia
brunei	text(was:still:in)	asia
brunei	text(is:a:neighboring:state:to)	malaysia
japan	text(was:currently:in)	eastern_asia
japan	text(is:currently:in)	asia
netherlands	text(was:a:neighboring:state:to)	germany
netherlands	text(borders:with)	belgium
turkey	text(borders)	armenia
turkey	text(is:butted:against)	azerbaijan
turkey	text(was:butted:against)	iran
turkey	text(was:adjacent:to)	greece
turkey	text(is:adjacent:to)	georgia
turkey	text(neighbors)	bulgaria
turkey	text(is:a:neighboring:country:of)	iraq
turkey	text(was:a:neighboring:country:of)	syria
angola	text(is:placed:in)	middle_africa
angola	text(was:placed:in)	africa
angola	text(neighbors:with)	dr_congo
angola	text(was:a:neighbor:of)	namibia
angola	text(is:a:neighbor:of)	zambia
angola	text(is:a:neighboring:state:to)	republic_of_the_congo
armenia	text(can:be:found:in)	western_asia
armenia	text(was:situated:in)	asia
armenia	text(was:a:neighboring:state:to)	georgia
armenia	text(borders:with)	azerbaijan
armenia	text(borders)	iran
armenia	text(is:butted:against)	turkey
antigua_and_barbuda	text(is:situated:in)	caribbean
antigua_and_barbuda	text(is:located:in)	americas
swaziland	text(was:located:in)	southern_africa
swaziland	text(can:be:found:in)	africa
swaziland	text(was:butted:against)	south_africa
swaziland	text(was:adjacent:to)	mozambique
wallis_and_futuna	text(was:positioned:in)	polynesia
wallis_and_futuna	text(is:positioned:in)	oceania
uruguay	text(was:sited:in)	south_america
uruguay	text(is:sited:in)	americas
uruguay	text(is:adjacent:to)	argentina
uruguay	text(neighbors)	brazil
zambia	text(was:localized:in)	eastern_africa
zambia	text(is:localized:in)	africa
zambia	text(is:a:neighboring:country:of)	tanzania
zambia	text(was:a:neighboring:country:of)	mozambique
zambia	text(neighbors:with)	dr_congo
zambia	text(was:a:neighbor:of)	angola
zambia	text(is:a:neighbor:of)	botswana
zambia	text(is:a:neighboring:state:to)	zimbabwe
zambia	text(was:a:neighboring:state:to)	namibia
zambia	text(borders:with)	malawi
cyprus	text(was:present:in)	eastern_europe
cyprus	text(is:present:in)	europe
cyprus	text(borders)	united_kingdom
ireland	text(is:still:in)	northern_europe
ireland	text(was:still:in)	europe
ireland	text(is:butted:against)	united_kingdom
burundi	text(was:currently:in)	eastern_africa
burundi	text(is:currently:in)	africa
burundi	text(was:butted:against)	dr_congo
burundi	text(was:adjacent:to)	rwanda
burundi	text(is:adjacent:to)	tanzania
central_african_republic	text(is:placed:in)	middle_africa
central_african_republic	text(was:placed:in)	africa
central_african_republic	text(neighbors)	chad
central_african_republic	text(is:a:neighboring:country:of)	republic_of_the_congo
central_african_republic	text(was:a:neighboring:country:of)	dr_congo
central_african_republic	text(neighbors:with)	south_sudan
central_african_republic	text(was:a:neighbor:of)	cameroon
central_african_republic	text(is:a:neighbor:of)	sudan
tonga	text(can:be:found:in)	polynesia
tonga	text(was:situated:in)	oceania
ivory_coast	text(is:situated:in)	western_africa
ivory_coast	text(is:located:in)	africa
ivory_coast	text(is:a:neighboring:state:to)	burkina_faso
ivory_coast	text(was:a:neighboring:state:to)	ghana
ivory_coast	text(borders:with)	liberia
ivory_coast	text(borders)	mali
ivory_coast	text(is:butted:against)	guinea
sierra_leone	text(was:butted:against)	liberia
sierra_leone	text(was:adjacent:to)	guinea
mayotte	text(was:located:in)	eastern_africa
mayotte	text(can:be:found:in)	africa
poland	text(is:adjacent:to)	germany
poland	text(neighbors)	ukraine
poland	text(is:a:neighboring:country:of)	slovakia
poland	text(was:a:neighboring:country:of)	belarus
poland	text(neighbors:with)	russia
poland	text(was:a:neighbor:of)	lithuania
poland	text(is:a:neighbor:of)	czechia
kazakhstan	text(was:positioned:in)	central_asia
kazakhstan	text(is:positioned:in)	asia
kazakhstan	text(is:a:neighboring:state:to)	turkmenistan
kazakhstan	text(was:a:neighboring:state:to)	china
kazakhstan	text(borders:with)	kyrgyzstan
kazakhstan	text(borders)	uzbekistan
kazakhstan	text(is:butted:against)	russia
uzbekistan	text(was:sited:in)	central_asia
uzbekistan	text(is:sited:in)	asia
uzbekistan	text(was:butted:against)	afghanistan
uzbekistan	text(was:adjacent:to)	turkmenistan
uzbekistan	text(is:adjacent:to)	kazakhstan
uzbekistan	text(neighbors)	kyrgyzstan
uzbekistan	text(is:a:neighboring:country:of)	tajikistan
turks_and_caicos_islands	text(was:localized:in)	caribbean
turks_and_caicos_islands	text(is:localized:in)	americas
new_caledonia	text(was:present:in)	melanesia
new_caledonia	text(is:present:in)	oceania
pakistan	text(was:a:neighboring:country:of)	china
pakistan	text(neighbors:with)	afghanistan
pakistan	text(was:a:neighbor:of)	iran
pakistan	text(is:a:neighbor:of)	india
argentina	text(is:still:in)	south_america
argentina	text(was:still:in)	americas
argentina	text(is:a:neighboring:state:to)	bolivia
argentina	text(was:a:neighboring:state:to)	chile
argentina	text(borders:with)	brazil
argentina	text(borders)	paraguay
argentina	text(is:butted:against)	uruguay
cuba	text(was:currently:in)	caribbean
cuba	text(is:currently:in)	americas
serbia	text(was:butted:against)	macedonia
serbia	text(was:adjacent:to)	montenegro
serbia	text(is:adjacent:to)	kosovo
serbia	text(neighbors)	bosnia_and_herzegovina
serbia	text(is:a:neighboring:country:of)	croatia
serbia	text(was:a:neighboring:country:of)	hungary
serbia	text(neighbors:with)	bulgaria
serbia	text(was:a:neighbor:of)	romania
czechia	text(is:placed:in)	eastern_europe
czechia	text(was:placed:in)	europe
czechia	text(is:a:neighbor:of)	germany
czechia	text(is:a:neighboring:state:to)	austria
czechia	text(was:a:neighboring:state:to)	poland
czechia	text(borders:with)	slovakia
nicaragua	text(borders)	honduras
nicaragua	text(is:butted:against)	costa_rica
vietnam	text(can:be:found:in)	south-eastern_asia
vietnam	text(was:situated:in)	asia
vietnam	text(was:butted:against)	cambodia
vietnam	text(was:adjacent:to)	laos
vietnam	text(is:adjacent:to)	china
