text(Palaos)	text(can:be:found:in)	text(ميكرونيسيا)
text(بالاو)	text(was:positioned:in)	text(Oceanía)
text(المالديف)	text(is:positioned:in)	text(South:Asia)
text(Maldives)	text(was:sited:in)	text(آسيا)
text(بروناي)	text(is:sited:in)	text(东南亚)
text(ब्रुनेई)	text(was:localized:in)	text(एशिया)
text(Brunei)	text(is:butted:against)	text(Malasia)
text(Japan)	text(is:localized:in)	text(شرق:آسيا)
text(Japón)	text(was:present:in)	text(Asia)
text(هولندا)	text(was:butted:against)	text(जर्मनी)
text(Netherlands)	text(was:adjacent:to)	text(België)
text(土耳其)	text(is:adjacent:to)	text(Armenië)
text(Turkije)	text(neighbors)	text(अज़रबैजान)
text(Turkey)	text(is:a:neighboring:country:of)	text(伊朗)
text(تركيا)	text(was:a:neighboring:country:of)	text(Griekenland)
text(तुर्की)	text(neighbors:with)	text(Georgia)
text(Turquía)	text(was:a:neighbor:of)	text(Bulgarije)
text(土耳其)	text(is:a:neighbor:of)	text(Irak)
text(Turkije)	text(is:a:neighboring:state:to)	text(Syria)
text(安哥拉)	text(is:present:in)	text(وسط:إفريقيا)
text(أنغولا)	text(was:a:neighboring:state:to)	text(Democratic:Republic:of:the:Congo)
text(अंगोला)	text(borders:with)	text(नामीबिया)
text(Angola)	text(borders)	text(Zambia)
text(Angola)	text(is:butted:against)	text(جمهورية:الكونغو)
text(आर्मीनिया)	text(is:still:in)	text(Zuidwest-Azië)
text(Armenia)	text(was:butted:against)	text(格鲁吉亚)
text(亞美尼亞)	text(was:adjacent:to)	text(阿塞拜疆)
text(أرمينيا)	text(is:adjacent:to)	text(إيران)
text(Armenia)	text(neighbors)	text(Turkey)
text(安提瓜和巴布达)	text(was:still:in)	text(कैरिबिया)
text(Antigua:y:Barbuda)	text(was:currently:in)	text(महाअमेरिका)
text(एस्वातीनी)	text(is:currently:in)	text(南部非洲)
text(斯威士兰)	text(is:a:neighboring:country:of)	text(Sudáfrica)
text(Eswatini)	text(was:a:neighboring:country:of)	text(Mozambique)
text(瓦利斯和富圖納)	text(is:placed:in)	text(بولنيزيا)
text(واليس:وفوتونا)	text(was:placed:in)	text(大洋洲)
text(उरुग्वे)	text(can:be:found:in)	text(दक्षिण:अमेरिका)
text(الأوروغواي)	text(was:situated:in)	text(Amerika)
text(烏拉圭)	text(neighbors:with)	text(Argentina)
text(Uruguay)	text(was:a:neighbor:of)	text(البرازيل)
text(Zambia)	text(is:situated:in)	text(Oost-Afrika)
text(زامبيا)	text(is:a:neighbor:of)	text(तंज़ानिया)
text(Zambia)	text(is:a:neighboring:state:to)	text(موزمبيق)
text(ज़ाम्बिया)	text(was:a:neighboring:state:to)	text(República:Democrática:del:Congo)
text(贊比亞)	text(borders:with)	text(Angola)
text(Zambia)	text(borders)	text(波札那)
text(Zambia)	text(is:butted:against)	text(津巴布韦)
text(زامبيا)	text(was:butted:against)	text(Namibia)
text(Zambia)	text(was:adjacent:to)	text(Malawi)
text(قبرص)	text(is:located:in)	text(पूर्वी:यूरोप)
text(Chipre)	text(was:located:in)	text(यूरोप)
text(Cyprus)	text(is:adjacent:to)	text(यूनाइटेड:किंगडम)
text(यूनाइटेड:किंगडम)	text(can:be:found:in)	text(उत्तरी:यूरोप)
text(英国)	text(was:positioned:in)	text(أوروبا)
text(Verenigd:Koninkrijk)	text(neighbors)	text(Reino:Unido)
text(بوروندي)	text(is:positioned:in)	text(पूर्वी:अफ्रीका)
text(Burundi)	text(is:a:neighboring:country:of)	text(刚果民主共和国)
text(Burundi)	text(was:a:neighboring:country:of)	text(Rwanda)
text(蒲隆地)	text(neighbors:with)	text(Tanzania)
text(中非共和國)	text(was:sited:in)	text(África:Central)
text(Central:African:Republic)	text(was:a:neighbor:of)	text(تشاد)
text(جمهورية:إفريقيا:الوسطى)	text(is:a:neighbor:of)	text(剛果共和國)
text(República:Centroafricana)	text(is:a:neighboring:state:to)	text(جمهورية:الكونغو:الديمقراطية)
text(Centraal-Afrikaanse:Republiek)	text(was:a:neighboring:state:to)	text(South:Sudan)
text(मध्य:अफ़्रीकी:गणराज्य)	text(borders:with)	text(Camerún)
text(中非共和國)	text(borders)	text(苏丹)
text(تونغا)	text(is:sited:in)	text(पोलीनेशिया)
text(टोंगा)	text(was:localized:in)	text(Oceanië)
text(Ivoorkust)	text(is:localized:in)	text(غرب:إفريقيا)
text(ساحل:العاج)	text(is:butted:against)	text(Burkina:Faso)
text(Ivory:Coast)	text(was:butted:against)	text(Ghana)
