text(पलाउ)	text(was:localized:in)	text(Micronesia)
text(帛琉)	text(is:localized:in)	text(أوقيانوسيا)
text(Maldivas)	text(was:present:in)	text(Zuid-Azië)
text(馬爾代夫)	text(is:present:in)	text(Asia)
text(Brunei)	text(is:still:in)	text(Sudeste:Asiático)
text(Brunéi)	text(was:still:in)	text(Azië)
text(汶莱)	text(is:a:neighboring:state:to)	text(मलेशिया)
text(जापान)	text(was:currently:in)	text(East:Asia)
text(Japan)	text(is:currently:in)	text(Asia)
text(Nederland)	text(was:a:neighboring:state:to)	text(जर्मनी)
text(荷蘭)	text(borders:with)	text(बेल्जियम)
text(Turkey)	text(borders)	text(Armenia)
text(تركيا)	text(is:butted:against)	text(अज़रबैजान)
text(तुर्की)	text(was:butted:against)	text(Irán)
text(Turquía)	text(was:adjacent:to)	text(اليونان)
text(土耳其)	text(is:adjacent:to)	text(Georgië)
text(Turkije)	text(neighbors)	text(Bulgaria)
text(Turkey)	text(is:a:neighboring:country:of)	text(Irak)
text(تركيا)	text(was:a:neighboring:country:of)	text(Syria)
text(अंगोला)	text(is:placed:in)	text(Centraal-Afrika)
text(Angola)	text(was:placed:in)	text(非洲)
text(Angola)	text(neighbors:with)	text(कांगो:लोकतान्त्रिक:गणराज्य)
text(Angola)	text(was:a:neighbor:of)	text(ناميبيا)
text(安哥拉)	text(is:a:neighbor:of)	text(Zambia)
text(أنغولا)	text(is:a:neighboring:state:to)	text(कांगो:गणराज्य)
text(亞美尼亞)	text(can:be:found:in)	text(पश्चिमी:एशिया)
text(أرمينيا)	text(was:situated:in)	text(亞洲)
text(Armenia)	text(was:a:neighboring:state:to)	text(Georgia)
text(Armenië)	text(borders:with)	text(阿塞拜疆)
text(आर्मीनिया)	text(borders)	text(Iran)
text(Armenia)	text(is:butted:against)	text(तुर्की)
text(अण्टीगुआ:और:बारबूडा)	text(is:situated:in)	text(Caribbean)
text(أنتيغوا:وباربودا)	text(is:located:in)	text(أمريكتان)
text(एस्वातीनी)	text(was:located:in)	text(南部非洲)
text(斯威士兰)	text(can:be:found:in)	text(Africa)
text(Eswatini)	text(was:butted:against)	text(南非)
text(Swaziland)	text(was:adjacent:to)	text(Mozambique)
text(Wallis:and:Futuna)	text(was:positioned:in)	text(पोलीनेशिया)
text(वालिस:और:फ़्यूचूना)	text(is:positioned:in)	text(Oceanía)
text(उरुग्वे)	text(was:sited:in)	text(Zuid-Amerika)
text(الأوروغواي)	text(is:sited:in)	text(Americas)
text(烏拉圭)	text(is:adjacent:to)	text(Argentina)
text(Uruguay)	text(neighbors)	text(Brasil)
text(Zambia)	text(was:localized:in)	text(东部非洲)
text(زامبيا)	text(is:localized:in)	text(Afrika)
text(Zambia)	text(is:a:neighboring:country:of)	text(تنزانيا)
text(ज़ाम्बिया)	text(was:a:neighboring:country:of)	text(موزمبيق)
text(贊比亞)	text(neighbors:with)	text(Congo-Kinshasa)
text(Zambia)	text(was:a:neighbor:of)	text(अंगोला)
text(Zambia)	text(is:a:neighbor:of)	text(Botsuana)
text(زامبيا)	text(is:a:neighboring:state:to)	text(Zimbabwe)
text(Zambia)	text(was:a:neighboring:state:to)	text(Namibia)
text(ज़ाम्बिया)	text(borders:with)	text(مالاوي)
text(Cyprus)	text(was:present:in)	text(东欧)
text(साइप्रस)	text(is:present:in)	text(Europe)
text(塞浦路斯)	text(borders)	text(Reino:Unido)
text(Verenigd:Koninkrijk)	text(is:still:in)	text(Northern:Europe)
text(المملكة:المتحدة)	text(was:still:in)	text(Europa)
text(Reino:Unido)	text(is:butted:against)	text(Verenigd:Koninkrijk)
text(Burundi)	text(was:currently:in)	text(East:Africa)
text(बुरुण्डी)	text(is:currently:in)	text(África)
text(بوروندي)	text(was:butted:against)	text(Democratic:Republic:of:the:Congo)
text(Burundi)	text(was:adjacent:to)	text(رواندا)
text(Burundi)	text(is:adjacent:to)	text(Tanzania)
text(Centraal-Afrikaanse:Republiek)	text(is:placed:in)	text(中部非洲)
text(मध्य:अफ़्रीकी:गणराज्य)	text(was:placed:in)	text(अफ्रीका)
text(中非共和國)	text(neighbors)	text(Chad)
text(Central:African:Republic)	text(is:a:neighboring:country:of)	text(República:del:Congo)
text(جمهورية:إفريقيا:الوسطى)	text(was:a:neighboring:country:of)	text(República:Democrática:del:Congo)
text(República:Centroafricana)	text(neighbors:with)	text(दक्षिण:सूडान)
text(Centraal-Afrikaanse:Republiek)	text(was:a:neighbor:of)	text(Kameroen)
text(मध्य:अफ़्रीकी:गणराज्य)	text(is:a:neighbor:of)	text(सूडान)
text(Tonga)	text(can:be:found:in)	text(Polynesia)
text(東加)	text(was:situated:in)	text(大洋洲)
text(Ivoorkust)	text(is:situated:in)	text(West:Africa)
text(ساحل:العاج)	text(is:located:in)	text(إفريقيا)
text(Ivory:Coast)	text(is:a:neighboring:state:to)	text(Burkina:Faso)
text(Costa:de:Marfil)	text(was:a:neighboring:state:to)	text(Ghana)
text(कोत:दिव्वार)	text(borders:with)	text(ليبيريا)
text(科特迪瓦)	text(borders)	text(Mali)
text(Ivoorkust)	text(is:butted:against)	text(Guinea)
text(सिएरा:लियोन)	text(was:butted:against)	text(Liberia)
text(Sierra:Leone)	text(was:adjacent:to)	text(गिनी)
text(马约特)	text(was:located:in)	text(África:Oriental)
text(Mayotte)	text(can:be:found:in)	text(非洲)
text(波蘭)	text(is:adjacent:to)	text(Germany)
text(Poland)	text(neighbors)	text(烏克蘭)
text(بولندا)	text(is:a:neighboring:country:of)	text(Slowakije)
text(Polonia)	text(was:a:neighboring:country:of)	text(Bielorrusia)
text(पोलैंड)	text(neighbors:with)	text(रूस)
text(Polen)	text(was:a:neighbor:of)	text(立陶宛)
text(波蘭)	text(is:a:neighbor:of)	text(चेक:गणराज्य)
text(कज़ाख़िस्तान)	text(was:positioned:in)	text(آسيا:الوسطى)
text(Kazajistán)	text(is:positioned:in)	text(آسيا)
text(Kazachstan)	text(is:a:neighboring:state:to)	text(Turkmenistan)
text(哈萨克斯坦)	text(was:a:neighboring:state:to)	text(中华人民共和国)
text(كازاخستان)	text(borders:with)	text(Kirgizië)
text(Kazakhstan)	text(borders)	text(Uzbekistán)
text(कज़ाख़िस्तान)	text(is:butted:against)	text(روسيا)
text(उज़्बेकिस्तान)	text(was:sited:in)	text(Central:Asia)
text(乌兹别克斯坦)	text(is:sited:in)	text(एशिया)
text(Uzbekistan)	text(was:butted:against)	text(Afganistán)
text(أوزبكستان)	text(was:adjacent:to)	text(Turkmenistan)
text(Oezbekistan)	text(is:adjacent:to)	text(Kazajistán)
text(Uzbekistán)	text(neighbors)	text(Kirguistán)
text(उज़्बेकिस्तान)	text(is:a:neighboring:country:of)	text(Tajikistan)
text(Turks-:en:Caicoseilanden)	text(was:localized:in)	text(الكاريبي)
text(Islas:Turcas:y:Caicos)	text(is:localized:in)	text(美洲)
text(Nieuw-Caledonië)	text(was:present:in)	text(ميلانيزيا)
text(New:Caledonia)	text(is:present:in)	text(Oceanië)
text(Pakistan)	text(was:a:neighboring:country:of)	text(चीनी:जनवादी:गणराज्य)
text(Pakistan)	text(neighbors:with)	text(Afghanistan)
text(Pakistán)	text(was:a:neighbor:of)	text(ईरान)
text(巴基斯坦)	text(is:a:neighbor:of)	text(India)
text(Argentina)	text(is:still:in)	text(南美洲)
text(阿根廷)	text(was:still:in)	text(महाअमेरिका)
text(Argentinië)	text(is:a:neighboring:state:to)	text(Bolivia)
text(अर्जेण्टीना)	text(was:a:neighboring:state:to)	text(智利)
text(الأرجنتين)	text(borders:with)	text(Brazilië)
text(Argentina)	text(borders)	text(Paraguay)
text(Argentina)	text(is:butted:against)	text(Uruguay)
text(Cuba)	text(was:currently:in)	text(加勒比地区)
text(古巴)	text(is:currently:in)	text(Amerika)
text(Serbia)	text(was:butted:against)	text(Macedonia:del:Norte)
text(सर्बिया)	text(was:adjacent:to)	text(蒙特內哥羅)
text(صربيا)	text(is:adjacent:to)	text(Kosovo)
text(Serbia)	text(neighbors)	text(Bosnia:and:Herzegovina)
text(塞爾維亞)	text(is:a:neighboring:country:of)	text(كرواتيا)
text(Servië)	text(was:a:neighboring:country:of)	text(हंगरी)
text(Serbia)	text(neighbors:with)	text(保加利亚)
text(सर्बिया)	text(was:a:neighbor:of)	text(羅馬尼亞)
text(جمهورية:التشيك)	text(is:placed:in)	text(Eastern:Europe)
text(Tsjechië)	text(was:placed:in)	text(欧洲)
text(República:Checa)	text(is:a:neighbor:of)	text(Duitsland)
text(捷克)	text(is:a:neighboring:state:to)	text(Austria)
text(Czech:Republic)	text(was:a:neighboring:state:to)	text(Poland)
text(चेक:गणराज्य)	text(borders:with)	text(स्लोवाकिया)
text(निकारागुआ)	text(borders)	text(Honduras)
text(Nicaragua)	text(is:butted:against)	text(Costa:Rica)
text(Vietnam)	text(can:be:found:in)	text(جنوب:شرق:آسيا)
text(越南)	text(was:situated:in)	text(Asia)
text(Vietnam)	text(was:butted:against)	text(Cambodia)
text(Vietnam)	text(was:adjacent:to)	text(لاوس)
text(वियतनाम)	text(is:adjacent:to)	text(República:Popular:China)
text(نييوي)	text(is:situated:in)	text(Polynesië)
text(Niue)	text(is:located:in)	text(Oceania)
