text(بالاو)	locatedIn	text(Micronesia)
text(Palau)	locatedIn	text(大洋洲)
text(मालदीव)	locatedIn	text(南亚)
text(Maldivas)	locatedIn	text(آسيا)
text(ब्रुनेई)	locatedIn	text(Zuidoost-Azië)
text(Brunéi)	locatedIn	text(एशिया)
text(Brunei)	neighborOf	text(Maleisië)
text(日本)	locatedIn	text(شرق:آسيا)
text(Japan)	locatedIn	text(Azië)
text(Nederland)	neighborOf	text(ألمانيا)
text(नीदरलैण्ड)	neighborOf	text(बेल्जियम)
text(Turkije)	neighborOf	text(أرمينيا)
text(土耳其)	neighborOf	text(أذربيجان)
text(تركيا)	neighborOf	text(伊朗)
text(Turquía)	neighborOf	text(Greece)
text(Turkey)	neighborOf	text(جورجيا)
text(तुर्की)	neighborOf	text(保加利亚)
text(Turkije)	neighborOf	text(Irak)
text(土耳其)	neighborOf	text(Syrië)
text(अंगोला)	locatedIn	text(Centraal-Afrika)
text(Angola)	neighborOf	text(刚果民主共和国)
text(Angola)	neighborOf	text(Namibia)
text(安哥拉)	neighborOf	text(贊比亞)
text(أنغولا)	neighborOf	text(कांगो:गणराज्य)
text(Armenië)	locatedIn	text(Asia:Occidental)
text(Armenia)	neighborOf	text(Georgië)
text(आर्मीनिया)	neighborOf	text(Azerbeidzjan)
text(亞美尼亞)	neighborOf	text(Iran)
text(Armenia)	neighborOf	text(تركيا)
text(أنتيغوا:وباربودا)	locatedIn	text(加勒比地区)
text(Antigua:and:Barbuda)	locatedIn	text(美洲)
text(Esuatini)	locatedIn	text(إفريقيا:الجنوبية)
text(Swaziland)	neighborOf	text(南非)
text(एस्वातीनी)	neighborOf	text(موزمبيق)
text(واليس:وفوتونا)	locatedIn	text(Polynesia)
text(瓦利斯和富圖納)	locatedIn	text(أوقيانوسيا)
text(उरुग्वे)	locatedIn	text(South:America)
text(Uruguay)	locatedIn	text(महाअमेरिका)
text(Uruguay)	neighborOf	text(阿根廷)
text(Uruguay)	neighborOf	text(Brasil)
text(Zambia)	locatedIn	text(África:Oriental)
text(Zambia)	neighborOf	text(तंज़ानिया)
text(زامبيا)	neighborOf	text(Mozambique)
text(ज़ाम्बिया)	neighborOf	text(جمهورية:الكونغو:الديمقراطية)
text(Zambia)	neighborOf	text(Angola)
text(贊比亞)	neighborOf	text(波札那)
text(Zambia)	neighborOf	text(Zimbabue)
text(Zambia)	neighborOf	text(ناميبيا)
text(زامبيا)	neighborOf	text(मलावी)
text(塞浦路斯)	locatedIn	text(Eastern:Europe)
text(Chipre)	locatedIn	text(Europa)
text(Cyprus)	neighborOf	text(المملكة:المتحدة)
text(Verenigd:Koninkrijk)	locatedIn	text(Noord-Europa)
text(यूनाइटेड:किंगडम)	locatedIn	text(यूरोप)
text(المملكة:المتحدة)	neighborOf	text(United:Kingdom)
text(Burundi)	locatedIn	text(पूर्वी:अफ्रीका)
text(بوروندي)	neighborOf	text(कांगो:लोकतान्त्रिक:गणराज्य)
text(蒲隆地)	neighborOf	text(रवाण्डा)
text(Burundi)	neighborOf	text(坦桑尼亞)
text(Central:African:Republic)	locatedIn	text(África:Central)
text(Centraal-Afrikaanse:Republiek)	neighborOf	text(चाड)
text(República:Centroafricana)	neighborOf	text(República:del:Congo)
text(मध्य:अफ़्रीकी:गणराज्य)	neighborOf	text(República:Democrática:del:Congo)
text(中非共和國)	neighborOf	text(दक्षिण:सूडान)
text(جمهورية:إفريقيا:الوسطى)	neighborOf	text(喀麦隆)
text(Central:African:Republic)	neighborOf	text(السودان)
text(تونغا)	locatedIn	text(بولنيزيا)
text(Tonga)	locatedIn	text(Oceanía)
text(कोत:दिव्वार)	locatedIn	text(पश्चिमी:अफ्रीका)
