palau	text(is:positioned:in)	micronesia
palau	text(was:sited:in)	oceania
maldives	text(is:sited:in)	southern_asia
maldives	text(was:localized:in)	asia
brunei	text(is:localized:in)	south-eastern_asia
brunei	text(was:present:in)	asia
brunei	text(was:a:neighboring:country:of)	malaysia
japan	text(is:present:in)	eastern_asia
japan	text(is:still:in)	asia
netherlands	text(was:still:in)	western_europe
netherlands	text(neighbors:with)	germany
netherlands	text(was:a:neighbor:of)	belgium
turkey	text(was:currently:in)	western_asia
turkey	text(is:a:neighbor:of)	armenia
turkey	text(is:a:neighboring:state:to)	azerbaijan
turkey	text(was:a:neighboring:state:to)	iran
turkey	text(borders:with)	greece
turkey	text(borders)	georgia
turkey	text(is:butted:against)	bulgaria
turkey	text(was:butted:against)	iraq
turkey	text(was:adjacent:to)	syria
angola	text(is:currently:in)	middle_africa
angola	text(is:placed:in)	africa
angola	text(is:adjacent:to)	dr_congo
angola	text(neighbors)	namibia
angola	text(is:a:neighboring:country:of)	zambia
angola	text(was:a:neighboring:country:of)	republic_of_the_congo
armenia	text(was:placed:in)	western_asia
armenia	text(can:be:found:in)	asia
armenia	text(neighbors:with)	georgia
armenia	text(was:a:neighbor:of)	azerbaijan
armenia	text(is:a:neighbor:of)	iran
armenia	text(is:a:neighboring:state:to)	turkey
antigua_and_barbuda	text(was:situated:in)	caribbean
antigua_and_barbuda	text(is:situated:in)	americas
swaziland	text(is:located:in)	southern_africa
swaziland	text(was:located:in)	africa
swaziland	text(was:a:neighboring:state:to)	south_africa
swaziland	text(borders:with)	mozambique
wallis_and_futuna	text(can:be:found:in)	polynesia
wallis_and_futuna	text(was:positioned:in)	oceania
uruguay	text(is:positioned:in)	south_america
uruguay	text(was:sited:in)	americas
uruguay	text(borders)	argentina
uruguay	text(is:butted:against)	brazil
zambia	text(is:sited:in)	eastern_africa
zambia	text(was:localized:in)	africa
zambia	text(was:butted:against)	tanzania
zambia	text(was:adjacent:to)	mozambique
zambia	text(is:adjacent:to)	dr_congo
zambia	text(neighbors)	angola
zambia	text(is:a:neighboring:country:of)	botswana
zambia	text(was:a:neighboring:country:of)	zimbabwe
zambia	text(neighbors:with)	namibia
zambia	text(was:a:neighbor:of)	malawi
cyprus	text(is:localized:in)	eastern_europe
cyprus	text(was:present:in)	europe
cyprus	text(is:a:neighbor:of)	united_kingdom
ireland	text(is:present:in)	northern_europe
ireland	text(is:still:in)	europe
ireland	text(is:a:neighboring:state:to)	united_kingdom
burundi	text(was:still:in)	eastern_africa
burundi	text(was:currently:in)	africa
burundi	text(was:a:neighboring:state:to)	dr_congo
burundi	text(borders:with)	rwanda
burundi	text(borders)	tanzania
central_african_republic	text(is:currently:in)	middle_africa
central_african_republic	text(is:placed:in)	africa
central_african_republic	text(is:butted:against)	chad
central_african_republic	text(was:butted:against)	republic_of_the_congo
central_african_republic	text(was:adjacent:to)	dr_congo
central_african_republic	text(is:adjacent:to)	south_sudan
central_african_republic	text(neighbors)	cameroon
central_african_republic	text(is:a:neighboring:country:of)	sudan
tonga	text(was:placed:in)	polynesia
tonga	text(can:be:found:in)	oceania
ivory_coast	text(was:situated:in)	western_africa
ivory_coast	text(is:situated:in)	africa
ivory_coast	text(was:a:neighboring:country:of)	burkina_faso
ivory_coast	text(neighbors:with)	ghana
ivory_coast	text(was:a:neighbor:of)	liberia
ivory_coast	text(is:a:neighbor:of)	mali
ivory_coast	text(is:a:neighboring:state:to)	guinea
sierra_leone	text(is:located:in)	western_africa
sierra_leone	text(was:a:neighboring:state:to)	liberia
sierra_leone	text(borders:with)	guinea
mayotte	text(was:located:in)	eastern_africa
mayotte	text(can:be:found:in)	africa
poland	text(was:positioned:in)	eastern_europe
poland	text(borders)	germany
poland	text(is:butted:against)	ukraine
poland	text(was:butted:against)	slovakia
poland	text(was:adjacent:to)	belarus
poland	text(is:adjacent:to)	russia
poland	text(neighbors)	lithuania
poland	text(is:a:neighboring:country:of)	czechia
kazakhstan	text(is:positioned:in)	central_asia
kazakhstan	text(was:sited:in)	asia
kazakhstan	text(was:a:neighboring:country:of)	turkmenistan
kazakhstan	text(neighbors:with)	china
kazakhstan	text(was:a:neighbor:of)	kyrgyzstan
kazakhstan	text(is:a:neighbor:of)	uzbekistan
kazakhstan	text(is:a:neighboring:state:to)	russia
uzbekistan	text(is:sited:in)	central_asia
uzbekistan	text(was:localized:in)	asia
uzbekistan	text(was:a:neighboring:state:to)	afghanistan
uzbekistan	text(borders:with)	turkmenistan
uzbekistan	text(borders)	kazakhstan
uzbekistan	text(is:butted:against)	kyrgyzstan
uzbekistan	text(was:butted:against)	tajikistan
turks_and_caicos_islands	text(is:localized:in)	caribbean
turks_and_caicos_islands	text(was:present:in)	americas
new_caledonia	text(is:present:in)	melanesia
new_caledonia	text(is:still:in)	oceania
pakistan	text(was:still:in)	southern_asia
pakistan	text(was:adjacent:to)	china
pakistan	text(is:adjacent:to)	afghanistan
pakistan	text(neighbors)	iran
pakistan	text(is:a:neighboring:country:of)	india
argentina	text(was:currently:in)	south_america
argentina	text(is:currently:in)	americas
argentina	text(was:a:neighboring:country:of)	bolivia
argentina	text(neighbors:with)	chile
argentina	text(was:a:neighbor:of)	brazil
argentina	text(is:a:neighbor:of)	paraguay
argentina	text(is:a:neighboring:state:to)	uruguay
cuba	text(is:placed:in)	caribbean
cuba	text(was:placed:in)	americas
serbia	text(can:be:found:in)	southern_europe
serbia	text(was:a:neighboring:state:to)	macedonia
serbia	text(borders:with)	montenegro
serbia	text(borders)	kosovo
serbia	text(is:butted:against)	bosnia_and_herzegovina
serbia	text(was:butted:against)	croatia
serbia	text(was:adjacent:to)	hungary
serbia	text(is:adjacent:to)	bulgaria
serbia	text(neighbors)	romania
czechia	text(was:situated:in)	eastern_europe
czechia	text(is:situated:in)	europe
czechia	text(is:a:neighboring:country:of)	germany
czechia	text(was:a:neighboring:country:of)	austria
czechia	text(neighbors:with)	poland
czechia	text(was:a:neighbor:of)	slovakia
nicaragua	text(is:located:in)	central_america
nicaragua	text(is:a:neighbor:of)	honduras
nicaragua	text(is:a:neighboring:state:to)	costa_rica
vietnam	text(was:located:in)	south-eastern_asia
vietnam	text(can:be:found:in)	asia
vietnam	text(was:a:neighboring:state:to)	cambodia
vietnam	text(borders:with)	laos
vietnam	text(borders)	china
niue	text(was:positioned:in)	polynesia
niue	text(is:positioned:in)	oceania
canada	text(was:sited:in)	northern_america
canada	text(is:sited:in)	americas
canada	text(is:butted:against)	united_states
slovakia	text(was:localized:in)	central_europe
slovakia	text(was:butted:against)	ukraine
slovakia	text(was:adjacent:to)	poland
slovakia	text(is:adjacent:to)	austria
slovakia	text(neighbors)	hungary
slovakia	text(is:a:neighboring:country:of)	czechia
mozambique	text(is:localized:in)	eastern_africa
mozambique	text(was:a:neighboring:country:of)	tanzania
mozambique	text(neighbors:with)	swaziland
mozambique	text(was:a:neighbor:of)	zimbabwe
mozambique	text(is:a:neighbor:of)	zambia
mozambique	text(is:a:neighboring:state:to)	malawi
mozambique	text(was:a:neighboring:state:to)	south_africa
aruba	text(was:present:in)	caribbean
aruba	text(is:present:in)	americas
bolivia	text(is:still:in)	south_america
bolivia	text(was:still:in)	americas
bolivia	text(borders:with)	chile
bolivia	text(borders)	brazil
bolivia	text(is:butted:against)	paraguay
bolivia	text(was:butted:against)	argentina
bolivia	text(was:adjacent:to)	peru
colombia	text(was:currently:in)	south_america
colombia	text(is:currently:in)	americas
colombia	text(is:adjacent:to)	ecuador
colombia	text(neighbors)	brazil
colombia	text(is:a:neighboring:country:of)	panama
colombia	text(was:a:neighboring:country:of)	venezuela
colombia	text(neighbors:with)	peru
fiji	text(is:placed:in)	melanesia
fiji	text(was:placed:in)	oceania
republic_of_the_congo	text(can:be:found:in)	middle_africa
republic_of_the_congo	text(was:a:neighbor:of)	gabon
republic_of_the_congo	text(is:a:neighbor:of)	dr_congo
republic_of_the_congo	text(is:a:neighboring:state:to)	angola
republic_of_the_congo	text(was:a:neighboring:state:to)	cameroon
republic_of_the_congo	text(borders:with)	central_african_republic
saudi_arabia	text(was:situated:in)	western_asia
saudi_arabia	text(borders)	qatar
saudi_arabia	text(is:butted:against)	united_arab_emirates
saudi_arabia	text(was:butted:against)	jordan
saudi_arabia	text(was:adjacent:to)	yemen
saudi_arabia	text(is:adjacent:to)	oman
saudi_arabia	text(neighbors)	kuwait
saudi_arabia	text(is:a:neighboring:country:of)	iraq
el_salvador	text(is:situated:in)	central_america
el_salvador	text(is:located:in)	americas
el_salvador	text(was:a:neighboring:country:of)	guatemala
el_salvador	text(neighbors:with)	honduras
madagascar	text(was:located:in)	eastern_africa
madagascar	text(can:be:found:in)	africa
australia	text(was:positioned:in)	australia_and_new_zealand
