0	locatedIn	oceania
1	locatedIn	asia
2	locatedIn	africa
3	locatedIn	europe
4	locatedIn	americas
5	locatedIn	africa
6	locatedIn	asia
7	locatedIn	americas
8	locatedIn	americas
9	locatedIn	americas
10	locatedIn	africa
11	locatedIn	europe
12	locatedIn	africa
13	locatedIn	europe
14	locatedIn	europe
15	locatedIn	africa
16	locatedIn	africa
17	locatedIn	africa
18	locatedIn	asia
19	locatedIn	americas
20	locatedIn	americas
21	locatedIn	asia
22	locatedIn	americas
23	locatedIn	europe
24	locatedIn	africa
25	locatedIn	europe
26	locatedIn	americas
27	locatedIn	europe
28	locatedIn	africa
29	locatedIn	africa
30	locatedIn	africa
31	locatedIn	americas
32	locatedIn	americas
33	locatedIn	africa
34	locatedIn	oceania
35	locatedIn	americas
36	locatedIn	asia
37	locatedIn	asia
38	locatedIn	europe
39	locatedIn	africa
40	locatedIn	oceania
41	locatedIn	africa
42	locatedIn	europe
43	locatedIn	americas
44	locatedIn	oceania
45	locatedIn	africa
46	locatedIn	africa
47	locatedIn	americas
48	locatedIn	africa
49	locatedIn	americas
50	locatedIn	africa
51	locatedIn	americas
52	locatedIn	africa
53	locatedIn	americas
54	locatedIn	europe
55	locatedIn	africa
56	locatedIn	asia
57	locatedIn	americas
58	locatedIn	asia
59	locatedIn	africa
60	locatedIn	europe
61	locatedIn	americas
62	locatedIn	africa
63	locatedIn	americas
64	locatedIn	europe
65	locatedIn	americas
66	locatedIn	africa
67	locatedIn	africa
68	locatedIn	africa
69	locatedIn	europe
70	locatedIn	europe
71	locatedIn	africa
72	locatedIn	asia
73	locatedIn	oceania
74	locatedIn	africa
75	locatedIn	oceania
76	locatedIn	europe
77	locatedIn	africa
78	locatedIn	oceania
79	locatedIn	africa
80	locatedIn	europe
81	locatedIn	oceania
82	locatedIn	oceania
83	locatedIn	asia
84	locatedIn	africa
85	locatedIn	europe
86	locatedIn	europe
87	locatedIn	oceania
88	locatedIn	americas
89	locatedIn	asia
90	locatedIn	asia
91	locatedIn	asia
92	locatedIn	americas
93	locatedIn	europe
94	locatedIn	africa
95	locatedIn	africa
96	locatedIn	oceania
97	locatedIn	americas
98	locatedIn	asia
99	locatedIn	europe
100	locatedIn	americas
101	locatedIn	africa
102	locatedIn	asia
103	locatedIn	americas
104	locatedIn	europe
105	locatedIn	asia
106	locatedIn	europe
107	locatedIn	americas
108	locatedIn	oceania
109	locatedIn	oceania
110	locatedIn	europe
111	locatedIn	americas
112	locatedIn	asia
113	locatedIn	europe
114	locatedIn	asia
115	locatedIn	americas
116	locatedIn	europe
117	locatedIn	americas
118	locatedIn	africa
119	locatedIn	asia
120	locatedIn	americas
121	locatedIn	asia
122	locatedIn	americas
123	locatedIn	oceania
124	locatedIn	oceania
125	locatedIn	americas
126	locatedIn	europe
127	locatedIn	americas
128	locatedIn	americas
129	locatedIn	europe
130	locatedIn	asia
131	locatedIn	europe
132	locatedIn	europe
133	locatedIn	europe
134	locatedIn	africa
135	locatedIn	asia
136	locatedIn	oceania
137	locatedIn	asia
138	locatedIn	oceania
139	locatedIn	africa
140	locatedIn	asia
141	locatedIn	oceania
142	locatedIn	oceania
143	locatedIn	africa
144	locatedIn	europe
145	locatedIn	asia
146	locatedIn	oceania
147	locatedIn	africa
148	locatedIn	oceania
149	locatedIn	africa
150	locatedIn	americas
151	locatedIn	africa
152	locatedIn	asia
153	locatedIn	europe
154	locatedIn	oceania
155	locatedIn	asia
156	locatedIn	africa
157	locatedIn	asia
158	locatedIn	oceania
159	locatedIn	americas
160	locatedIn	asia
161	locatedIn	americas
162	locatedIn	europe
163	locatedIn	europe
164	locatedIn	europe
165	locatedIn	americas
166	locatedIn	europe
167	locatedIn	oceania
168	locatedIn	americas
169	locatedIn	africa
170	locatedIn	africa
171	locatedIn	oceania
172	locatedIn	africa
173	locatedIn	asia
174	locatedIn	asia
175	locatedIn	americas
176	locatedIn	americas
177	locatedIn	asia
178	locatedIn	asia
179	locatedIn	americas
180	locatedIn	asia
181	locatedIn	asia
182	locatedIn	americas
183	locatedIn	europe
184	locatedIn	europe
185	locatedIn	europe
186	locatedIn	asia
187	locatedIn	africa
188	locatedIn	americas
189	locatedIn	africa
190	locatedIn	europe
191	locatedIn	asia
192	locatedIn	europe
193	locatedIn	americas
194	locatedIn	asia
195	locatedIn	americas
196	locatedIn	americas
197	locatedIn	europe
198	locatedIn	oceania
199	locatedIn	africa
200	locatedIn	europe
201	locatedIn	europe
